entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
dindegubidxa,ridindègubidxa,-dinde*=gu-bidxa,RLC,vC:i,C,NO,801,To remain asleep even after the sun has risen. Some speakers use this verb phrase to describe someone with a broad forehead.,Quedarse dormido aún después de que el sol haya salido. Algunos también usan este verbo de frase para describir a una persona de frente amplia.,states,,,ri-dinde*=gu-bidxa,t.i*nde*=gu-bidxa,gu-dinde*=gu-bidxa,,,,,,3,3,Biasa ba'du' má (g)udindè (g)ubidxa lucualu'.,"Sigues dormido, niño, aunque el sol ya te da en la frente (ya ha salido).",Gudindè gubidxa ique Fán.,Le agarró el sueño a Juan. (lit. el sol peleó con la cabeza de Juan)
dindene,ridindènè,-dinde*=ne*,EJG;JLC;RGL;RLC;VP,vC:t,C,NO,802,To scold someone.,Regañarlo.,communication,,,ri-dinde*=ne*,t.i*nde*=ne*,gu-dinde*=ne*,,,,,,3,4,Cádi tìndènèdioú' naa.,No me regañes.,Gudindènè Mariá Fán.,María regañó a Juan.
dipa,ridipa,-dipa,JLC;ND;RGL,vA:i,A,NO,803,To be sexually aroused.,Excitarse sexualmente.,change of state,,EJG,ri-dipa,gi^-di!pa,bi-dipa,ka-di!pa,,,,,4,0,,,,
do7,rido',-do7,EJG;JLC;ND;VP,vA:i vers,A,NO,804,To calm down.,"Calmarse, apaciguarse, tranquilizarse.",change of state,,,ri-do7,gi-do!7,bi-do7,ka-do!7,,za-do7,,,5,6,Cadó' ca yùzèduxhú' xti' ta Màrcu.,Se están amansando los toros del señor Marcos.,"Dxi'ba' xiyana Toño, laaca' tuuxa' bichiichi' laa, que zandaa zado'.","Toño tiene mucho coraje, alguien lo enojó, pero pronto recuperará la calma."
do7la7dxi,rido'la'dxi',-do7=la7dxi,EJG;RGL,vA:i vers,A,NO,805,To calm down (lit. for the liver to calm down).,"Calmarse, apaciguarse, tranquilizarse (lit. calmarse el hígado).",change of state,,,ri-do7=la7dxi,gi-do!7=la7dxi,bi-do7=la7dxi,,,,,,3,1,Quí nidóola'dxi'dí'be.,No se apaciguó él.,,
doo,ridoo,-doo,EJG;ND;VP,vA:i,A,NO,806,To be sold.,Venderse.,change of state,,,ri-doo,gi^-do!o,bi-doo,ka-do!o,,za-doo,,,5,5,Bidoo xtalè.,Se vendió mucho.,Cadóo.,Se está vendiendo.
dopa,ridopà,-dopa*,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,807,"To gather onto itself, to retract onto itself, to curl up.","Recogerse, encogerse, enrollarse.",change of state,,RLC,ri-dopa*,gi-do*pa* (I),bi-dopa*,,,,,,3,6,Beeù'dí' ridopà xandié.,Este mes se recoje la sandía.,Má bidopà ñee pantalón.,Ya se recogió el pantalón (de la bastilla).
dopalu,ridopàlu,-dopa*=lu,EJG;JLC;ND;VP,vA:i,A,NO,808,"To gather, to accumulate.","Recogerse, juntarse, acumularse.",actions,,,ri-dopa*=lu,gi-do*pa*=lu,bi-dopa*=lu,,,,,,3,1,Bidopàlu xtalè buèltu.,Se ahorró mucho dinero.,,
dopazisi,ridopàzisi,-dopa*=zisi,EJG;RLC,vA:i,A,NO,809,For people to crowd.,"Juntarse o aglomerarse, con relación a gente.",change of state,,,ri-dopa*=zisi,gi-do*pa*=zisi,bi-dopa*=zisi,,,,,,3,1,Bidopàsisi binnì.,Se amontonó la gente.,,
dubi,ridubi,-dubi,EJG;JLC;ND;VP,vA:i,A,NO,810,"To be submerged, to sink, to be overtaken by water. By extension, to be consumed, to run out.","Sumergirse, hundirse, ser consumido por el agua. Por extensión, gastarse, consumirse, acabarse.",change of state,,EJG;JLC;RLC,ri-dubi,gi-du!bi (),bi-dubi,ka-du!bi,,za-dubi,,,5,4,Cadúbi.,Se está gastando.,Má bidubi.,Ya se gastó (ej. el jabón).
duuba,riduuba',-duuba,EJG;JLC;ND;RGL;VP,vA:i,A,NO,811,"To move over, to move to the side, to move out of the way.","Arrimarse, quitarse, hacerse a un lado.",change of state,,,ri-duuba,gi-du!uba (),bi-duuba,ka-du!uba,,za-duuba,,,5,5,Bètu biduuba' neza ra nuu bi'chi'.,Beto se arrimó por donde estaba su hermano.,Biduubá'.,Me hice a un lado.
duuna,riduunà',-duuna*,EJG;JLC;ND;RGL;RLC,vA:i,A,NO,812,"To be solicited, to be hired, to be rented.","Solicitarse, contratarse, alquilarse.",commerce,,,ri-duuna*,gi-duu*na*,bi-duuna*,kaduu*na*,,,,chi!+ duuna*,5,6,Caduunna' Chéu chetuba' caadxi' yagabidxi.,Están contratando a Cheo para el acarreo de un poco de leña seca.,Caduunna' Cheya ra lidxiguendanazaaca' yenecabe laa neegue'.,La señora Cheya está siendo visitada en el centro de salud donde la trasladaron ayer.
duunadxiibi,riduunà' dxiìbì',-duuna* # dxii*bi*,EJG;RGL;RLC;VP,vA:t,A,NO,813,To request a spiritual cleansing.,"Solicitar para santiguar, curar de espanto o hacer una limpia.",spirituality,,,ri-duuna* # dxii*bi*,gi-duu*na* # dxii*bi*,bi-duuna* # dxii*bi*,ka-duu*na* # dxii*bi*,,,,,4,6,Biduunà' Gabrièla dxiìbì'.,Se le curó de espanto a Gabriela.,Caduùnà' Lìnda dxiìbì'.,Se está santiguando Linda.
duunandanu,riduunà' ndànu,-duuna* nda* +nu*,ND,vA:i,A,NO,814,To meet up. This verb phrase is often used as a farewell expression.,"Encontrarse, verse. Esta frase verbal se utiliza con frecuencia a manera de despedida.",actions,,,,,,,,,,,0,4,Cadú'na'cànu.,Nos estamos viendo.,Caduùnna'nu rari' yannadxi.,Hoy día nos encontramos aquí.
duunaxii,riduunà'xhiì,-duuna*=xii*,EJG;ND;RLC,vA:i,A,NO,815,"To be loved, to be adored, to be appreciated.","Querérsele, amársele, adorársele, estimársele.",states,,,ri-duuna*=xii*,gi-duu*na*=xii*,bi-duuna=xii*,ka-duu*na=xii*,,,,,4,2,Caduùnà'xhiì.,Está queriendo.,Riduunàxhiì Olìbia.,Todos quieren a Olivia.
duxu,riduxhu,-duxu,EJG;JLC;ND;RGL;VP,vA:i,A,NO,816,To become sharp.,Afilarse.,change of state,,RLC,ri-duxu,gi-du!xu (),bi-duxu,,,,,,3,3,Biduxhu (g)udxíu.,Se afiló el cuchillo.,Ti binnì (na)duxhú'.,Una persona brava.
duxu-2,riduxhù,-duxu*,EJG;JLC;ND;RGL;VP,vA:i,A,NO,817,"To bark. By extension, to admonish, to reprimand, to scold.","Ladrar. Por extensión, amonestar, reprender, regañar.",actions,,,ri-duxu*,gi-du*xu* (I),bi-duxu*,,,,,,3,1,Zaà (gu)idùxhù.,Que ladre.,,
dxa,ridxa,-dxa,EJG;JLC;ND;RGL;VP,vA:i,A,NO,818,To be filled up.,Llenarse.,change of state,,RLC,,gi-dxa! (),bi-dxa,,,za-dxa,,,3,7,Bidxa Àli de biichì'.,Se llenó Ali de piojos.,Má bidxa ndaani' Chona.,Ya se llenó el estómago de Chona.
dxabi,ridxa bi,-dxa # bi,EJG;RLC,vA:i,A,NO,819,"To be filled up with air, to become inflated.","Llenarse de aire, inflarse.",change of state,,JLC,ri-dxa # bi,gi-dxa! # bi,bi-dxa # bi,,,za-dxa # bi,,,4,4,"Òra ro bizaa, ridxa bi.","Cuando come frijol, se llena de aire.","Òra ro Mariá bizaa, ridxa bi.","Cuando María come frijol, se llena de aire."
dxabumbu,ridxa bumbù,-dxa # bumbu*,EJG,vA:i,A,NO,820,"To bulge, to become distended.",Abombarse.,change of state,,,ri-dxa # bumbu*,gi-dxa! # bumbu*,bi-dxa # bumbu*,,,,,,3,4,Bumbùticà bidxa Mariá.,María está abombada y llena (de tanto comer o por embarazo).,Dxà' bumbù ladxiduá'.,Mi panza está abombada de tan llena (por comer mucho).
dxagi,ridxa gui,-dxa # gi,EJG;JLC;VP,vA:i,A,NO,821,To swell.,"Hincharse, inflamarse.",actions,,RLC,ri-dxa # gi,gi-dxa! # gi,bi-dxa # gi,,,za-dxa # gi,,,4,3,Bidxabe gui.,Se inflamó.,Bidxàgui intestìnu,Se le inflamó el intestino.
dxandaani,ridxandaani',-dxa=ndaani,EJG;RLC,vA:i,A,NO,822,"To fill up the belly. By extension, to become pregnant.","Llenar la barriga. Por extensión, embarazarse.",actions,,,ri-dxa=ndaani,,,,,,,,1,1,Ridxa ndaani' Mariá.,Se llena el estómago (al comer) de María.,,
dxatipa,ridxatipa,-dxa=tipa,EJG,vA:i,A,NO,823,To become full to the limit or to the point of distension.,"Llenarse hasta el tope, colmarse tanto que se expande.",change of state,,RLC,ri-dxa tipa,,,,,,,,1,1,Bidxa tipa ndaani' Mariá tàntu (g)udo.,Se llenó mucho María de tanto que comió.,,
dxaa,ridxaa,-dxaa,EJG;JLC;ND;VP,vA:i,A,NO,824,"To change, to exchange.","Cambiarse, intercambiarse.",change of state,,,ri-dxaa,gi-dxa!a (),bi-dxaa,,,,,,3,1,Bidxaa binnì runi xhiiña' Betu.,Se cambió el personal que hace el trabajo de Beto.,,
dxaa-2,ridxaà,-dxaa*,EJG;ND;VP,vA:i vers,A,NO,825,"To warm up, to become hot.",Calentarse.,change of state,,,ri-dxaa*,gi-dxaa*,bi-dxaa*,,,za-dxaa*,,,4,2,Bidxaa nisa gaze ri'ni'.,Se entibió el agua con que se bañará al bebé.,Má bidxaàni.,Ya se calentó (algo).
dxaaga,ridxaagà',-dxaaga*,EJG;JLC;ND;VP,vA:t,A,NO,826,"To accompany someone, to join someone, to go with someone. By extension, to go well or look well with certain clothes.","Acompañarse, juntarse con alguien, ir con alguien. Por extensión, verse bien con una ropa.",actions,,,ri-dxaaga*,gi-dxaa*ga* (I),bi-dxaaga*,ka-dxaa^ga*,,,,,4,6,Bidxaagá'ca' (ladè lé').,Se toparon en el callejón.,Bidxaagà' lu Fán Pèdru.,Se encontraron Juan y Pedro (i.e. en el camino).
dxaagabenda,ridxaagà' benda,-dxaaga* # benda,EJG;VC,vA:i,A,NO,827,To get together to fish as a group.,Juntarse para pescar de manera colectiva.,manner,,,,,,ka-dxaa*ga* # benda,,,,,1,1,Qué nidxaàgà'dí' benda.,No se hizo la pesca por cooperación.,,
dxaaganiza,ridxaagà' niza,-dxaaga* # niza,EJG;VC,vA:i,A,NO,828,For a group of people to make a collective and organized purchase of corn.,Comprar la mazorca de manera grupal y organizada.,cultural practices,,,,,,ka-dxaa*ga* # niza,,,,,1,2,Cadxaàgà' niza.,Se están cooperando para comprar una carga de maíz.,Qué nidxaàgà'dí' niza.,No se compró mazorca por cooperación.
dxaagalu,ridxaagà'lu,-dxaaga*=lu,EJG;JLC;ND;RLC;VP,vA:i,A,NO,829,"To meet up, to run into each other.","Encontrarse, cruzarse o toparse con alguien.",actions,,RLC,ri-dxaaga*=lu^,gi-dxaa*ga*=lu^,bi-dxaaga*=lu^,,,,,,3,4,Bidxaagà'lu.,Se encontraron.,Ridxaagà'lucabe.,Se encuentran ellos.
dxaawi,ridxaahui',-dxaawi,EJG;JLC;RGL;VP,vA:i,A,NO,830,To be whipped.,Batirse.,processes,,,ri-dxaawi,gi-dxa!awi (),bi-dxaawi,,,,,,3,1,Ridxaahui' dxuládi.,Se bate el chocolate.,,
dxaba7,ridxabá',-dxaba!7,JLC,vA:i vers,A,NO,831,"To become angry, irritable, aggressive or mean.","Enojarse, ponerse irascible, hacerse agresivo o malo.",change of state,,,ri-dxaba!7,gi-dxaba!7,bi-dxaba!7,,,,,,3,0,,,,
dxaga,ridxaga,-dxaga,EJG;JLC;ND;RLC;VP,vA:i,A,NO,832,"To get tired, to become fatigued.","Cansarse, fatigarse.",change of state,,,ri-dxaga,gi-dxa!ga (),bi-dxaga,ka-dxa!ga,,,,,4,6,Bidxagá'.,Me cansé.,Bidxaga.,Está cansado.
dxagadxe7,ridxagadxe',-dxaga=dxe7,EJG;ND,vA:i,A,NO,833,To become exhausted.,Agotarse.,change of state,,RGL,ri-dxaga=dxe7,gi-dxa!ga=dxe7,bi-dxaga=dxe7,ka-dxa!ga=dxe7,,,,,4,1,Cadxagadxe'.,Se está cansando en demasía.,,
dxagakinde,ridxagaquìndè,-dxaga=ki*nde*,EJG;RGL;RLC,vA:i,A,NO,834,To have the need to fart.,Tener ganas de echar un pedo.,states,,,ri-dxaga=ki*nde*,gi-dxa!ga=ki*nde*,bi-dxaga=ki*nde*,,,,,,3,2,Bidxaga quìndè Fán.,Juan tenía ganas de sacar pedo.,Napà gàna quìndè.,Tengo ganas de sacar pedo.
dxaganesa,ridxaganèsà,-dxaga=ne*sa*,EJG;RLC,vA:i,A,NO,835,To have the need to urinate.,Tener ganas de orinar.,states,,,ri-dxaga=nesa*,gi-dxa*ga*=nesa*,bi-dxaga=nesa*,,,,,,3,3,"Bidxagà nesàbe lá, zèbe.",Quería orinar y se fue.,Bidxaganèsà bi'cu'.,Quería orinar el perro.
dxagaxkaanda,ridxagaxcaanda',-dxaga=x.kaanda,EJG;JLC;RLC;VP,vA:i,A,NO,836,To yawn.,Bostezar.,actions,,,ri-dxaga=x.kaanda,gi-dxa*ga*=x.ka^anda,bi-dxaga=x.kaanda,,,,,,3,2,Bidxagaxcaanda' Fán.,Juan bostezó,Zaà (gu)idxàgàxhcaanda' Fán.,Deja que Juan bostece.
dxagaxuuna,ridxagaxhuùnà',-dxaga=xuu*na*,EJG;ND;RLC,vA:i,A,NO,837,To have the need to poop.,Tener ganas de cagar.,states,,,ri-dxaga=xuu*na*,gi-dxa*ga*=xuu*na*,,,,,,,2,1,Ridxagaxhuùnà' ba'du'.,El niño tiene ganas de cagar.,,
dxagayaa,ridxagayaa,-dxaga=yaa,EJG;JLC;ND;VP,vA:i,A,NO,838,"To be amazed, to marvel, to be surprised.","Asombrarse, maravillarse, sorprenderse.",change of state,,,ri-dxaga yaa,gi-dxa!ga yaa,bi-dxaga yaa,,,,,,3,5,Bidxagayaa Fán.,Se asombró Juan.,Cadxága(yaa)dí'.,Estas cosas que tanto sorprenden.
dxe,ridxe,-dxe,EJG;ND;RGL;RLC;VP,vA:i vers,A,NO,839,"To change, to turn into something else. By extension, to become altered, to go crazy.","Cambiar, convertirse, tornarse (lit. hacerse otro). Por extensión, alterarse, alocarse.",change of state,,,ri-dxe,gi-dxe!,bi-dxe,ka-dxe!,,za-dxe,,,5,2,Bidxe binnìgüe'.,Se alocó el borracho.,Ridxe nguiiu hora re'taata'.,Se pone violento el hombre cuando toma mucho.
dxe7,ridxe',-dxe7,JLC;ND,vA:i vers,A,NO,840,To become wet.,Mojarse.,change of state,,RLC,ri-dxe7,gi-dxe!7,bi-dxe7,,,,,,3,3,Guca dxe' ladi.,Se empapó (el cuerpo),Racà biini' dxe'beni.,Ahí lo mojó.
dxeike,ridxeique,-dxe=ike,EJG;ND;RLC;VP,vA:i vers,A,NO,841,To suffer from a mental health disorder (lit. for the head to empty).,Padecer de algún trastorno de salud mental (lit. vaciarse la cabeza).,actions,,,ri-dxe=ike,gi-dxe!,bi-dxe=ike,ka-dxe!=ike,,za-dxe=ike,,,5,1,Bidxeique Fán.,Se alocó Juan.,,
dxelu,ridxelu,-dxe=lu,EJG;ND;RLC,vA:i vers,A,NO,842,To become lightheaded or disoriented (lit. for the face/eyes to empty).,"Marearse, desorientarse (lit. vaciarse la cara/los ojos).",actions,,RLC,ri-dxe=lu,,bi-dxe=lu,ka-dxe!=lu ,,za-dxe=lu,,,4,2,Bidxelube.,Se perdió.,Cadxélu.,Se está mareando.
dxezha7na,ridxexa'na',-dxe=zha7na,EJG;ND;RLC,vA:i vers,A,NO,843,To behave in an irrational or capricious way (lit. for the buttocks to empty).,"Comportarse de manera irracional, caprichosa, berrinchuda o sin juicio (lit. vaciarse las nalgas).",actions,,,ri-dxe=zha7na,gi-dxe!=zha7na,bi-dxe=zha7na,ka-dxe!=zha7na,,za-dxe=zha7na,,,5,1,Zaà guidxéxa'na'be.,Deja que haga berrinche.,,
dxela,ridxela,-dxela,EJG;RLC;VP,vA~B:t,A~B,NO,844,"To find, to locate.","Encontrar, hallar, localizar, ubicar.",actions,,,ri-dxela,gi-dxe!la,bi-dxela; ~ gu-dxela,,,,,,3,3,Bidxelabe buèltu.,Encontró dinero.,Bidxela buèltu.,Encontró dinero.
dxelasaa,ridxelasaa,-dxela=saa,EJG;RLC;VP,vA:a,A,NO,845,"To meet up with someone, run into someone, or face someone. By extension, to crash into someone, argue with someone, or fight with someone.","Encontrarse con alguien, toparse con alguien, enfrentarse con alguien. Por extensión, chocar, pelear.",actions,,RLC,ri-dxela=saa,gi-dxe!la=saa,bi-dxela=saa,ka-dxe!la saa,,,ni-dxe!la=saa,,5,6,Bidxela saa chupà gàyu.,Se pelearon dos gallos.,Bidxelasaa Fán nè Pèdru.,Juan y Pedro se pelearon.
dxi,ridxi,-dxi,EJG;ND;VC;VP,vA:i,A,NO,846,"To be late, as in the time of day or in regards to a schedule.",Hacerse tarde.,change of state,,,ri-dxi,gi-dxi!,bi-dxi,,,,,,3,1,Zaà gaca huadxi.,Deja que se haga tarde.,,
dxilayu,ridxi layu,-dxi la=yu,RLC;VC,vA:i,A,NO,847,"Dusk. By extension, when someone suffers a tragedy they can use this metaphorical expression to say that it is the end of the world for them.","Atardecer. Por extensión, cuando alguien sufre una tragedia puede usar esta expresión figurada para decir que se le acaba el mundo.",phenomena,,,ri-dxi la=yu,gi-dxi! la=yu,bi-dxi la=yu,,,,,,3,2,Bidxii layu para Mariá.,Se le acabó el mundo a María.,Má cadxí layu.,Ya va atardeciendo.
dxi7ba,ridxi'ba',-dxi7ba,EJG;JLC;ND;RGL;RLC;VP,vA:t,A,NO,848,To throw up.,Vomitar.,wellness,,EJG;JLC;RLC,ri-dxi7ba,gi-dxi!7ba (),bi-dxi7ba,ka-dxi!7ba,,,,,4,4,Bidxi'ba'beni.,Lo vomitó.,Cadxí'ba'be.,Está vomitando.
dxibi,ridxibi,-dxibi,EJG;JLC;ND;RGL;RLC;VP,vA:a,A,NO,849,"To be afraid, to be afraid of something.","Temer, temerle.",states,,,ri-dxibi,gi-dxi^bi (),bi-dxibi,ka-dxi!bi,,,,,4,6,Cádi guidxíbi.,Que no tenga miedo.,Nidxí'bu' pà ñuúyu'.,Te espantarías si lo vieras.
dxiga7,ridxigá',-dxiga!7,RLC,vA:t,A,NO,850,"To drive something in, ex. to hammer a nail in, to dig a knife into something, etc.",Clavarlo.,actions,,,,,,,,,,,0,1,Bidxigá'ca'be ti (g)udxíu ndaani'be.,Le clavaron un cuchillo en la panza.,,
dxii,ridxii,-dxii,EJG;JLC;ND;VP,vA:t,A,NO,851,"To cover, to block.","Tapar, cubrir.",actions,,EJG;JLC;RLC,ri-dxii,gi-dxi!i (),bi-dxii,ka-dxi!i,,za-dxii,,,5,6,Bichiibe neza.,Tapó el camino.,Bichii Fán neza para quí tidí' Pèdru.,Tapó el camino Juan para que no pasara Pedro.
dxiilayu,ridxii layu,-dxii la=yu,EJG;ND;RLC,vA:i,A,NO,852,For dusk or darkness to set in (lit. for Earth to be covered).,"Anochecer, oscurecer (lit. taparse la Tierra).",phenomena,,,ri-dxii la=yu,gi-dxi!i la=yu,bi-dxii la=yu,ka-dxi!i la=yu,,za-dxii la=yu,,,5,2,Bidxii layu.,Anocheció.,Cadxiilayu.,Está amaneciendo.
dxii-2,ridxiì,-dxii*,JLC;ND,vA:t,A,NO,853,To love.,"Querer, amar.",emotion,,,ri-dxii*,gi-dxii* (I),bi-dxii*,,,,,,3,2,Nadxii.,Adora.,Nadxiì Mariá Pèdru.,María quiere a Pedru.
dxiibi,ridxiibi',-dxiibi,EJG;JLC;RLC;VP,vA:i vers,A,NO,854,To become bare and therefore smooth after having lost hair or feathers.,"Alisarse, por haber perdido el pelo o las plumas.",change of state,,JLC;RGL,ri-dxiibi,gi-dxi!ibi,bi-dxiibi,,,,,,3,2,"Bidxiibi' ladi bere, biaba xtuubi'.","Se quedó pelona la gallina, se le cayeron sus plumas.",Zaà (gu)idxíibi ladime.,Que se quede pelón el animal (trasquilado).
dxiichi,ridxiichì',-dxiichi*,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,855,To get angry.,Enojarse.,change of state,,RLC,ri-dxiichi*,gi-dxii*chi* (I),bi-dxiichi*,ka-dxii*chi*,,,,,4,6,Bidxiiché'.,Me enojé.,Bidxiichú'.,Te enojaste.
dxiichila7dxi,ridxiichì'la'dxi',-dxiichi*=la7dxi,EJG;RLC,vA:i,A,NO,856,To become viscerally angry (lit. for the liver to get angry).,Enojarse de manera visceral (lit. enojarse el hígado).,emotion,,,ri-dxiichi*=la7dxi,gi-dxii*chi*=la7dxi,bi-dxiichi*=la7dxi,,,,,,3,4,Bidxiichì'ladxé'.,Me enojé de corazón.,Bidxiichì'ladxiduá'.,Me enojé de corazón.
dxiinyaxpakaanda,ridxiiña' xpacaanda',-dxiinya # x.pa-kaanda,VC,vA:i,A,NO,857,To have a nightmare (lit. to work during one's sleep).,Tener una pesadilla (lit. trabajar en el sueño de uno).,cognition,,,ri-dxiinya # x.pa-kaanda,gi-dxi!inya # x.pa-kaanda,bi-dxiinya # x.pa-kaanda,,,,,,3,1,Qué ridxiiña'dí' xpacaanda' Mariá.,No tuvo pesadillas María.,,
dxiinyala7dxi,ridxiiña'la'dxi',-dxiinya=la7dxi,EJG;JLC;ND;VC;VP,vA~B:i,A~B,NO,858,"To be agitated, to be restless (lit. for the liver to work).","Estar agitado, estar inquieto, no poder dormir (lit. trabajar el hígado).",states,,RLC,ri-dxiinya la7dxi,gi-dxi!inya=la7dxi,bi-dxiinya=la7dxi; ~ gu-dxinya=la7dxi,,,,,,3,3,Quí nidxíiñala'dxi'dí'be.,No tuvo un sueño pesado.,Ridxiñala'dxi' Fán.,Se impacienta Juan.
dxinya,ridxiña,-dxinya,EJG;JLC;ND;RGL;VP,vA:i,A,NO,859,To head towards.,Dirigirse a/hacia.,actions,,,ri-dxinya,gi-dxi!nya,bi-dxinya,,,,,,3,4,Bidxiña gaxha.,Se acercó.,(G)uluuca'be gui'chi' naa idxiñà' ra agènsia.,Me llevaron un aviso para que me presente en la agencia.
dxunu,ridxunu,-dxunu,EJG;JLC;ND;VP,vA:i,A,NO,860,To decrease in quantity.,"Aminorarse, reducirse en cantidad.",measure and quantity,,RLC,ri-dxunu,gi-dxu!nu (),bi-dxunu,,,za-dxunu,,,4,2,Bisia ra cà ti guidxúnu maní' huiini'.,Limpia para que no se hagan animalitos.,Ridxunu buèltu.,Escasea el dinero.
dxuuninisa,ridxuuni' nisa,-dxuuni # nisa,EJG,vA:i,A,NO,863,"To drain, to drip, to filter through, to distill.","Escurrirse, filtrarse, destilarse.",states,,JLC;RLC,ri-dxuuni # nisa,gi-dxu!uni # nisa,bi-dxuuni # nisa,,,,,,3,4,Cadxúuni' nisa tùbu.,Está goteando el agua del tubo.,Cadxúuni' tùbu nisa.,Está goteando el tubo de agua.
dxuuni1,ridxuuni',-dxuuni,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,861,"To drip, to leak.","Gotearse, filtrarse.",states,cf. /tzun/ 'gotear',RLC,ri-dxuuni,gi-dxu!uni (),bi-dxuuni,,,za-dxuuni,,,4,2,Bidxuuni' iqueyoo.,Goteó el techo de la casa.,Cadxúuni' iqueyoo stinné'.,El techo de mi casa está goteando.
dxuuni2,ridxuuni',-dxuuni,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,862,To be fried.,Freírse.,processes,cf. /tzun/ 'gotear',EJG;JLC,ri-dxuuni,gi-dxu!uni (),bi-dxuuni,,,za-dxuuni,,,4,6,Bidxuuni' beela' bidxiña go Lìpe.,Se frió la carne de venado que comerá Lipe.,Ni bidxúuni.,Lo que se frió.
dxuunidxa7cha,ridxuuni'dxa'cha',-dxuuni=dxa7cha,EJG;RLC,vA:i,A,NO,864,To seep through a crack.,Filtrarse a través de una grieta.,manner,,,ri-dxuuni=dxa7cha,gi-dxu!uni=dxa7cha,bi-dxuuni=dxa7cha,,,,,,3,1,"Neegue' biaba nisa guie, bidxuuni' dxa'cha' ique yoo xtinné'.",Ayer llovió y goteo el techo de mi casa.,,
dxwi7,ridxui',-dxwi7,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,865,To be burned.,Quemarse.,actions,,,ri-dxwi7,gi-dxwi!7 (),bi-dxwi7,,,za-dxwi7,,,4,4,Bidxui'.,Se quemó.,Bidxui' ñee.,Se quemó el pie.
dxyee,ridxiee,-dxyee,ND;RLC,vA:i,A,NO,866,"To stir, to mix, to whip, in reference to cooking techniques.","Batir, remover, menear.",processes,,,ri-dxyee,gi-dxye!e,,,,,,,2,3,Bidxiee'.,Batí (ej. los huevos para hacer marquesote).,Ridxiee ze.,El molito se revuelve.
dye-2,ridie,-dye,EJG;JLC;ND;VP,vA~B:i,A~B,NO,867,"To become tight. By extension, to hug each other, to squeeze each other.","Apretarse. Por extensión, abrazarse, estrujarse.",change of state,,EJG;JLC;RLC,ri-dye,gi-dye! (),bi-dye; ~ gu-dye,ka-dye!,,za-dye,,,5,5,Cadié.,Se está apretando.,Nadiè.,Apretado.
dyeni,ridieni,-dye +ni*,ND,vA:i,A,NO,868,To make love (lit. to tighten).,Hacer el amor (lit. se aprieta).,actions,,,,gi-dye!;  ri-dye,bi-dye,,,,,,2,1,Cadiéni.,Están haciendo el amor.,,
dyee,ridiee,-dyee,EJG;JLC;ND;VP,vA:i vers,A,NO,869,"To become painted, colored or dyed.","Pintarse, colorearse, teñirse.",change of state,,,ri-dyee,gi-dye!e (),bi-dyee,ka-dye!e,,za-dyee,,,5,6,Cadiée.,Se está pintando.,Cadieé'.,Me estoy pintando.
e7,re',-e7,EJG;JLC;ND;RGL;RLC;VP,vC:t,C,NO,870,"To drink, to absorb, to ingest.","Beber, tomar, ingerir, absorber.",actions,,EJG;RGL;RLC,r.e7,g.e*7 (I),gw.e7,ka-y.e!7,,z.e7,,,5,8,Cayé' layu xtinné' xtalè gudxa.,Mi terreno está absorbiendo mucha humedad.,Cayéu'; Cayé'lu'.,Estás bebiendo.
e7xo7,re' xho',-e7 # xo7,RLC,vC:t,C,NO,871,To soak up a smell.,"Absorber un olor, impregnarse de un olor.",actions,,,r.e7 # xo7,g.e*7 # xo7 (I),gw.e7 # xo7,,,,,,3,3,Güé' xho'.,Tomaste el olor.,Pà tidú' neza cue' malecón cà lá zeè'lu xho' yuudxu'.,Si caminas por el malecón vas a oler la pestilencia.
