record_id,headword_raw_2007,headword_unicode_compat,surface_2013_reconciled,primary_surface_2013_reconciled,variants_2013_reconciled_json,record_type,parent_headword_2013_reconciled,grammatical_label_raw,tone_annotation_raw,gloss_es,entry_line_raw_2007,continuation_raw_2007,printed_page,pdf_page_2007,column,source_section,source_id,source_edition_extracted,target_edition,reconciliation_status,dialect_scope,extraction_status
PICKETT-ZE-0494,"gubiga’, ubiga’","gubiga’, ubiga’","gubigaꞌ, ubigaꞌ",gubigaꞌ,"[""gubigaꞌ"", ""ubigaꞌ""]",ENTRY,,,[b.b.al],bogavante de río (crustáceo),"gubiga’, ubiga’ [b.b.al] bogavante de río",(crustáceo),12,26,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0495,"gubiña, ubiña","gubiña, ubiña","gubiña, ubiña",gubiña,"[""gubiña"", ""ubiña""]",ENTRY,,,[b.a.b],gente de Union Hidalgo,"gubiña, ubiña [b.a.b] gente de Union",Hidalgo,12,26,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0496,"gubiña, ubiña","gubiña, ubiña","gubiña, ubiña",gubiña,"[""gubiña"", ""ubiña""]",ENTRY,,,,"sequía, escasez","gubiña, ubiña sequía, escasez",,12,26,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0497,gucuni,gucuni,gucuni,gucuni,"[""gucuni""]",ENTRY,,,[b.b.a],polla; mujer que por primera vez va a ser madre,gucuni [b.b.a] polla; mujer que por,primera vez va a ser madre,12,26,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0498,"gucuni dxaapa’, ucuni dxaapa’","gucuni dxaapa’, ucuni dxaapa’","gucuni dxaapaꞌ, ucuni dxaapaꞌ",gucuni dxaapaꞌ,"[""gucuni dxaapaꞌ"", ""ucuni dxaapaꞌ""]",SUBENTRY,gucuni,,,"[b-al.b] virgen, señorita","gucuni dxaapa’, ucuni dxaapa’","[b-al.b] virgen, señorita",12,26,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0499,guchachi’,guchachi’,guchachiꞌ,guchachiꞌ,"[""guchachiꞌ""]",ENTRY,,,[b.b.al],iguana,guchachi’ [b.b.al] iguana,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0500,guchachi guixhe,guchachi guixhe,guchachi guixhe,guchachi guixhe,"[""guchachi guixhe""]",SUBENTRY,guchachiꞌ,,,salamandra,guchachi guixhe [b.b.al-b] salamandra,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0501,"gudubiza, udubiza","gudubiza, udubiza","gudubiza, udubiza",gudubiza,"[""gudubiza"", ""udubiza""]",ENTRY,,,,año pasado,"gudubiza, udubiza año pasado",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0502,gudxa,gudxa,gudxa,gudxa,"[""gudxa""]",ENTRY,,,,humedad en la tierra,gudxa humedad en la tierra,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0503,"gudxara, udxara","gudxara, udxara","gudxara, udxara",gudxara,"[""gudxara"", ""udxara""]",ENTRY,,,[b.a.b],cuchara,"gudxara, udxara [b.a.b] cuchara",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0504,guudxi’,guudxi’,guudxiꞌ,guudxiꞌ,"[""guudxiꞌ""]",ENTRY,,,,"moco, mucosidad","guudxi’ moco, mucosidad",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0505,"gudxíu, udxíu","gudxíu, udxíu","gudxíu, udxíu",gudxíu,"[""gudxíu"", ""udxíu""]",ENTRY,,,[b.al],cuchillo,"gudxíu, udxíu [b.al] cuchillo",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0506,gue’dxe’,gue’dxe’,gueꞌdxeꞌ,gueꞌdxeꞌ,"[""gueꞌdxeꞌ""]",ENTRY,,,[al.b],"sacerdote, cura","gue’dxe’ [al.b] sacerdote, cura",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0507,guela,guela,guela,guela,"[""guela""]",ENTRY,,,,plantas en una milpa,guela plantas en una milpa,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0508,guela’,guela’,guelaꞌ,guelaꞌ,"[""guelaꞌ""]",ENTRY,,,[b.al],iguana verde,guela’ [b.al] iguana verde,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0509,gue’la’,gue’la’,gueꞌlaꞌ,gueꞌlaꞌ,"[""gueꞌlaꞌ""]",ENTRY,,,,hondo,gue’la’ hondo,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0510,gueela’,gueela’,gueelaꞌ,gueelaꞌ,"[""gueelaꞌ""]",ENTRY,,,,noche,gueela’ noche,,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0511,"guela guidi, ela guidi","guela guidi, ela guidi","guela guidi, ela guidi",guela guidi,"[""guela guidi"", ""ela guidi""]",ENTRY,,,,huaraches,"guela guidi, ela guidi huaraches",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0512,"guenda, enda","guenda, enda","guenda, enda",guenda,"[""guenda"", ""enda""]",ENTRY,,,,virtud,"guenda, enda virtud",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0513,guenda,guenda,guenda,guenda,"[""guenda""]",ENTRY,,,[b],(Partícula gramatical que se antepone a algunas formas verbales para convertirlas en nominales. También suele preceder a ciertos sustantivos; el resultado de esta combinación es un nuevo sustantivo con significado diferente.),guenda [b] (Partícula gramatical que se,antepone a algunas formas verbales para convertirlas en nominales. También suele preceder a ciertos sustantivos; el resultado de esta combinación es un nuevo sustantivo con significado diferente.),13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0514,"guenda biaani’, enda biaani’","guenda biaani’, enda biaani’","guenda biaaniꞌ, enda biaaniꞌ",guenda biaaniꞌ,"[""guenda biaaniꞌ"", ""enda biaaniꞌ""]",SUBENTRY,guenda,,,inteligencia,"guenda biaani’, enda biaani’",inteligencia,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0515,"guenda bidxu, enda bidxu","guenda bidxu, enda bidxu","guenda bidxu, enda bidxu",guenda bidxu,"[""guenda bidxu"", ""enda bidxu""]",SUBENTRY,guenda,,,anona,"guenda bidxu, enda bidxu [b-a] anona",,13,27,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0516,"guenda dxiña, enda dxiña","guenda dxiña, enda dxiña","guenda dxiña, enda dxiña",guenda dxiña,"[""guenda dxiña"", ""enda dxiña""]",SUBENTRY,,,[b-al.b],chicozapote,"guenda dxiña, enda dxiña [b-al.b]",chicozapote,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0517,"guenda guti, enda guti","guenda guti, enda guti","guenda guti, enda guti",guenda guti,"[""guenda guti"", ""enda guti""]",ENTRY,,,,muerte,"guenda guti, enda guti muerte",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0518,"guenda huará, enda huará","guenda huará, enda huará","guenda huará, enda huará",guenda huará,"[""guenda huará"", ""enda huará""]",SUBENTRY,"guenda guti, enda guti",,,enfermedad,"guenda huará, enda huará enfermedad",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0519,"guenda nabani, enda nabani","guenda nabani, enda nabani","guenda nabani, enda nabani",guenda nabani,"[""guenda nabani"", ""enda nabani""]",SUBENTRY,"guenda guti, enda guti",,[b-b.b.a],"vida, existencia","guenda nabani, enda nabani [b-b.b.a]","vida, existencia",13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0520,"guenda nandá’, enda nandá","guenda nandá’, enda nandá","guenda nandáꞌ, enda nandá",guenda nandáꞌ,"[""guenda nandáꞌ"", ""enda nandá""]",SUBENTRY,"guenda guti, enda guti",,[b-b.al],calor,"guenda nandá’, enda nandá [b-b.al]",calor,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0521,"guenda rati, enda rati","guenda rati, enda rati","guenda rati, enda rati",guenda rati,"[""guenda rati"", ""enda rati""]",SUBENTRY,"guenda guti, enda guti",,,"muerte, morir","guenda rati, enda rati muerte, morir",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0522,guenda rati nisa,guenda rati nisa,guenda rati nisa,guenda rati nisa,"[""guenda rati nisa""]",SUBENTRY,"guenda guti, enda guti",,,sed,guenda rati nisa [b-b-al.b] sed,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0523,"guendaré’, endaré’","guendaré’, endaré’","guendaréꞌ, endaréꞌ",guendaréꞌ,"[""guendaréꞌ"", ""endaréꞌ""]",SUBENTRY,"guenda guti, enda guti",,,desayuno; beber alcohol,"guendaré’, endaré’ desayuno; beber",alcohol,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0524,"guenda ribana’, enda riba’na’","guenda ribana’, enda riba’na’","guenda ribanaꞌ, enda ribaꞌnaꞌ",guenda ribanaꞌ,"[""guenda ribanaꞌ"", ""enda ribaꞌnaꞌ""]",SUBENTRY,"guenda guti, enda guti",,,[b-b.b.al] nostalgia,"guenda ribana’, enda riba’na’",[b-b.b.al] nostalgia,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0525,guenda riba’na’,guenda riba’na’,guenda ribaꞌnaꞌ,guenda ribaꞌnaꞌ,"[""guenda ribaꞌnaꞌ""]",SUBENTRY,"guenda guti, enda guti",,,hurto,guenda riba’na’ hurto,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0526,"guendaró, endaró","guendaró, endaró","guendaró, endaró",guendaró,"[""guendaró"", ""endaró""]",SUBENTRY,"guenda guti, enda guti",,,"comida, comer","guendaró, endaró comida, comer",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0527,"guendaró xhi, endaró xhi","guendaró xhi, endaró xhi","guendaró xhi, endaró xhi",guendaró xhi,"[""guendaró xhi"", ""endaró xhi""]",SUBENTRY,"guenda guti, enda guti",,,cena,"guendaró xhi, endaró xhi [b-a] cena",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0528,"guenda rusiguii, enda rusiguii","guenda rusiguii, enda rusiguii","guenda rusiguii, enda rusiguii",guenda rusiguii,"[""guenda rusiguii"", ""enda rusiguii""]",SUBENTRY,"guenda guti, enda guti",,,[b-b.b.a] engaño,"guenda rusiguii, enda rusiguii",[b-b.b.a] engaño,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0529,"guenda xunu, enda xunu","guenda xunu, enda xunu","guenda xunu, enda xunu",guenda xunu,"[""guenda xunu"", ""enda xunu""]",SUBENTRY,"guenda guti, enda guti",,[b-al.b],mamey guenda xunu,"guenda xunu, enda xunu [b-al.b]",mamey guenda xunu,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0530,guenda xheela’,guenda xheela’,guenda xheelaꞌ,guenda xheelaꞌ,"[""guenda xheelaꞌ""]",SUBENTRY,"guenda guti, enda guti",,,"boda, casamiento, matrimonio","guenda xheela’ boda, casamiento,",matrimonio,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0531,"guenda zi’, enda zi’","guenda zi’, enda zi’","guenda ziꞌ, enda ziꞌ",guenda ziꞌ,"[""guenda ziꞌ"", ""enda ziꞌ""]",SUBENTRY,"guenda guti, enda guti",,,miseria,"guenda zi’, enda zi’ [b-a] miseria",,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0532,gueere’,gueere’,gueereꞌ,gueereꞌ,"[""gueereꞌ""]",ENTRY,,,,carrizo,gueere’ carrizo,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0533,guesa,guesa,guesa,guesa,"[""guesa""]",ENTRY,,,[a],sauce (árbol),guesa [a] sauce (árbol),,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0534,gueta,gueta,gueta,gueta,"[""gueta""]",ENTRY,,,,tortilla,gueta tortilla,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0535,gueta baadxi’,gueta baadxi’,gueta baadxiꞌ,gueta baadxiꞌ,"[""gueta baadxiꞌ""]",SUBENTRY,gueta,,,tamal de pura masa,gueta baadxi’ tamal de pura masa,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0536,gueta biade,gueta biade,gueta biade,gueta biade,"[""gueta biade""]",SUBENTRY,gueta,,,tortilla clayuda,gueta biade [b-a] tortilla clayuda,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0537,gueta bicuuni,gueta bicuuni,gueta bicuuni,gueta bicuuni,"[""gueta bicuuni""]",SUBENTRY,gueta,,,tortilla memela,gueta bicuuni [b-b.b.a] tortilla memela,,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0538,gueta bicuuni bola,gueta bicuuni bola,gueta bicuuni bola,gueta bicuuni bola,"[""gueta bicuuni bola""]",SUBENTRY,gueta,,,memela redonda,gueta bicuuni bola [b-b-a.b] memela,redonda,13,27,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0539,gueta bicuuni yu’la’,gueta bicuuni yu’la’,gueta bicuuni yuꞌlaꞌ,gueta bicuuni yuꞌlaꞌ,"[""gueta bicuuni yuꞌlaꞌ""]",SUBENTRY,,,,memela alargada,gueta bicuuni yu’la’ [b-b-al.b] memela,alargada,14,28,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
