record_id,headword_raw_2007,headword_unicode_compat,surface_2013_reconciled,primary_surface_2013_reconciled,variants_2013_reconciled_json,record_type,parent_headword_2013_reconciled,grammatical_label_raw,tone_annotation_raw,gloss_es,entry_line_raw_2007,continuation_raw_2007,printed_page,pdf_page_2007,column,source_section,source_id,source_edition_extracted,target_edition,reconciliation_status,dialect_scope,extraction_status
PICKETT-ZE-0001,"abati’, gabati’","abati’, gabati’","abatiꞌ, gabatiꞌ",abatiꞌ,"[""abatiꞌ"", ""gabatiꞌ""]",ENTRY,,,[al],ninguna parte,"abati’, gabati’ [al] ninguna parte",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0002,"adxagayá’, gadxagayá’","adxagayá’, gadxagayá’","adxagayáꞌ, gadxagayáꞌ",adxagayáꞌ,"[""adxagayáꞌ"", ""gadxagayáꞌ""]",ENTRY,,,,"payasada, tontería","adxagayá’, gadxagayá’ payasada, tontería",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0003,"adxé, gadxé","adxé, gadxé","adxé, gadxé",adxé,"[""adxé"", ""gadxé""]",ENTRY,,,,"diferente, distinto","adxé, gadxé diferente, distinto",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0004,aguxa’,aguxa’,aguxaꞌ,aguxaꞌ,"[""aguxaꞌ""]",ENTRY,,,[b.b.al],aguja,aguxa’ [b.b.al] aguja,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0005,amá,amá,amá,amá,"[""amá""]",ENTRY,,,[b.al],mamá,amá [b.al] mamá,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0006,amigu,amigu,amigu,amigu,"[""amigu""]",ENTRY,,,[b.a.b],amigo,amigu [b.a.b] amigo,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0007,aníu,aníu,aníu,aníu,"[""aníu""]",ENTRY,,,[b.al],anillo,aníu [b.al] anillo,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0008,apá,apá,apá,apá,"[""apá""]",ENTRY,,,[b.al],papá,apá [b.al] papá,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0009,"aronda’, garonda’","aronda’, garonda’","arondaꞌ, garondaꞌ",arondaꞌ,"[""arondaꞌ"", ""garondaꞌ""]",ENTRY,,,[b.b.al],"medio, mitad","aronda’, garonda’ [b.b.al] medio, mitad",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0010,asientu,asientu,asientu,asientu,"[""asientu""]",ENTRY,,,[b.a.b],"asiento, silla","asientu [b.a.b] asiento, silla",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0011,ba’,ba’,baꞌ,baꞌ,"[""baꞌ""]",ENTRY,,,,sepulcro,ba’ sepulcro,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0012,ba’ yaa,ba’ yaa,baꞌ yaa,baꞌ yaa,"[""baꞌ yaa""]",SUBENTRY,baꞌ,,,Es la forma de flores representando el cuerpo del recién enterrado.,ba’ yaa Es la forma de flores,representando el cuerpo del recién enterrado.,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0013,baba’,baba’,babaꞌ,babaꞌ,"[""babaꞌ""]",ENTRY,,,[b.al],comezón,baba’ [b.al] comezón,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0014,bacaguela,bacaguela,bacaguela,bacaguela,"[""bacaguela""]",ENTRY,,,,"tijereta, tijerilla (insecto)","bacaguela tijereta, tijerilla (insecto)",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0015,baca’nda’,baca’nda’,bacaꞌndaꞌ,bacaꞌndaꞌ,"[""bacaꞌndaꞌ""]",ENTRY,,,[b.al.b],sombra,baca’nda’ [b.al.b] sombra,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0016,bacaanda’,bacaanda’,bacaandaꞌ,bacaandaꞌ,"[""bacaandaꞌ""]",ENTRY,,,,sueño,bacaanda’ sueño,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0017,"da’ bacaanda lú, nuu bacaanda lú","da’ bacaanda lú, nuu bacaanda lú","daꞌ bacaanda lú, nuu bacaanda lú",daꞌ bacaanda lú,"[""daꞌ bacaanda lú"", ""nuu bacaanda lú""]",SUBENTRY,bacaandaꞌ,,[al-b-b],tener sueño,"da’ bacaanda lú [al-b-b], nuu bacaanda lú [a-al.b.b-b] tener sueño",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0018,"bacaxaba, baquixhaba","bacaxaba, baquixhaba","bacaxaba, baquixhaba",bacaxaba,"[""bacaxaba"", ""baquixhaba""]",ENTRY,,,,tarántula venenosa,"bacaxaba, baquixhaba tarántula venenosa",,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0019,bacueœa,bacueḻa,bacueḻa,bacueḻa,"[""bacueḻa""]",ENTRY,,,[b.a.a],totomostle,bacueœa [b.a.a] totomostle,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0020,bacuxu’,bacuxu’,bacuxuꞌ,bacuxuꞌ,"[""bacuxuꞌ""]",ENTRY,,,[b.b.al],bellísima (flor),bacuxu’ [b.b.al] bellísima (flor),,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0021,bacuuza,bacuuza,bacuuza,bacuuza,"[""bacuuza""]",ENTRY,,,[b.a.a],brasas de leña,bacuuza [b.a.a] brasas de leña,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0022,bacuza gui,bacuza gui,bacuza gui,bacuza gui,"[""bacuza gui""]",ENTRY,,,[b.a.al-al],luciérnaga,bacuza gui [b.a.al-al] luciérnaga,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0023,badiá’,badiá’,badiáꞌ,badiáꞌ,"[""badiáꞌ""]",ENTRY,,,[b.a],batea,badiá’ [b.a] batea,,3,17,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0024,ba’du’,ba’du’,baꞌduꞌ,baꞌduꞌ,"[""baꞌduꞌ""]",ENTRY,,,,"niño, niña, chamaco, chamaca","ba’du’ niño, niña, chamaco, chamaca",,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0025,badu bizabi,badu bizabi,badu bizabi,badu bizabi,"[""badu bizabi""]",SUBENTRY,baꞌduꞌ,,,huérfano,badu bizabi [b-b.b.a] huérfano,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0026,badu dxaapa’,badu dxaapa’,badu dxaapaꞌ,badu dxaapaꞌ,"[""badu dxaapaꞌ""]",SUBENTRY,baꞌduꞌ,,,"muchacha, jovencita","badu dxaapa’ muchacha, jovencita",,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0027,badu dxapa huiini’,badu dxapa huiini’,badu dxapa huiiniꞌ,badu dxapa huiiniꞌ,"[""badu dxapa huiiniꞌ""]",SUBENTRY,baꞌduꞌ,,,"muchachita, niña, chamaca","badu dxapa huiini’ muchachita, niña,",chamaca,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0028,badu huiini’,badu huiini’,badu huiiniꞌ,badu huiiniꞌ,"[""badu huiiniꞌ""]",SUBENTRY,baꞌduꞌ,,,"criatura, nene","badu huiini’ criatura, nene",,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0029,badu nguiiu,badu nguiiu,badu nguiiu,badu nguiiu,"[""badu nguiiu""]",SUBENTRY,baꞌduꞌ,,,"joven, muchacho","badu nguiiu joven, muchacho",,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0030,badu nguiiu huiini’,badu nguiiu huiini’,badu nguiiu huiiniꞌ,badu nguiiu huiiniꞌ,"[""badu nguiiu huiiniꞌ""]",SUBENTRY,baꞌduꞌ,,,"niño, chamaquito, muchachito","badu nguiiu huiini’ niño, chamaquito,",muchachito,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0031,naba’du’,naba’du’,nabaꞌduꞌ,nabaꞌduꞌ,"[""nabaꞌduꞌ""]",SUBENTRY,baꞌduꞌ,,,infantil,naba’du’ infantil,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0032,balaaga’,balaaga’,balaagaꞌ,balaagaꞌ,"[""balaagaꞌ""]",ENTRY,,,,balsa,balaaga’ balsa,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0033,banda,banda,banda,banda,"[""banda""]",ENTRY,,,[b.a],¿cuántos?,banda [b.a] ¿cuántos?,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0034,bandá’,bandá’,bandáꞌ,bandáꞌ,"[""bandáꞌ""]",ENTRY,,,[b.a],sombra proyectada por un objeto,bandá’ [b.a] sombra proyectada por un,objeto,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0035,bandaa,bandaa,bandaa,bandaa,"[""bandaa""]",ENTRY,,,[b.a],comején; callejón,bandaa [b.a] comején; callejón,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0036,bandadi’,bandadi’,bandadiꞌ,bandadiꞌ,"[""bandadiꞌ""]",ENTRY,,,[b.b.al],corteza; los pedacitos de leña,bandadi’ [b.b.al] corteza; los pedacitos de,leña,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0037,bandaga,bandaga,bandaga,bandaga,"[""bandaga""]",ENTRY,,,,hoja,bandaga hoja,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0038,bandase,bandase,bandase,bandase,"[""bandase""]",ENTRY,,,,poco profundo,bandase poco profundo,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0039,banduí’,banduí’,banduíꞌ,banduíꞌ,"[""banduíꞌ""]",ENTRY,,,[b.a],lama,banduí’ [b.a] lama,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0040,bangu’,bangu’,banguꞌ,banguꞌ,"[""banguꞌ""]",ENTRY,,,[b.al],banco,bangu’ [b.al] banco,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0041,"baquixhaba, bacaxaba","baquixhaba, bacaxaba","baquixhaba, bacaxaba",baquixhaba,"[""baquixhaba"", ""bacaxaba""]",ENTRY,,,,tarántula venenosa,"baquixhaba, bacaxaba tarántula venenosa",,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0042,basoo,basoo,basoo,basoo,"[""basoo""]",ENTRY,,,,adobe,basoo adobe,,3,17,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0043,bataná’,bataná’,batanáꞌ,batanáꞌ,"[""batanáꞌ""]",ENTRY,,,[b.b.a],mano,bataná’ [b.b.a] mano,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0044,ndaani bataná’,ndaani bataná’,ndaani batanáꞌ,ndaani batanáꞌ,"[""ndaani batanáꞌ""]",SUBENTRY,batanáꞌ,,,palma de la mano,ndaani bataná’ [b-b.b.a] palma de la,mano,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0045,"bataana, bataana dxita","bataana, bataana dxita","bataana, bataana dxita",bataana,"[""bataana"", ""bataana dxita""]",ENTRY,,,[b.a.a]; [b.a.al-al.b],garrapata,"bataana [b.a.a], bataana dxita [b.a.al-al.b]",garrapata,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0046,batañee,batañee,batañee,batañee,"[""batañee""]",ENTRY,,,,pie,batañee pie,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0047,ndaani batañee,ndaani batañee,ndaani batañee,ndaani batañee,"[""ndaani batañee""]",SUBENTRY,batañee,,,planta del pie,ndaani batañee planta del pie,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0048,batee,batee,batee,batee,"[""batee""]",ENTRY,,,[b.a],chispa,batee [b.a] chispa,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0049,baxa,baxa,baxa,baxa,"[""baxa""]",ENTRY,,,[a],flecha,baxa [a] flecha,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-0050,bayu’,bayu’,bayuꞌ,bayuꞌ,"[""bayuꞌ""]",ENTRY,,,[b.al],pañuelo,bayu’ [b.al] pañuelo,,4,18,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
