ID,Language_ID,Headword,Part_Of_Speech,Attribution,Additional_Information,PDLMA
peynadu,jzd,peynàdu,s,RGL;RLC,,peyna*du
pfapfapfapfa,jzd,pfá pfá pfá pfá,smb,RLC,,pfa! pfa! pfa! pfa!
pfa,jzd,pfáːː,smb,RLC,,pfa!::
phn,jzd,phn,smb,RGL,,phn
pipipipipi,jzd,pi pi pi pi pi,smb,RGL,,pi pi pi pi pi
pitow7pitow7,jzd,pí tóhu' pí tóhu',smb,RGL,,pi! to!w7 pi! to!w7
piillu,jzd,Píilu,n,JLC,n:mas,pi!illu
pippip,jzd,píp píp,smb,RGL,,pi!p pi!p
pisu,jzd,písu,s,JLC,,pi!su
piku,jzd,pìcu,s,RGL;RLC,,pi*ku
pimpu,jzd,pìmpu,s,JLC;RLC,,pi*mpu
pinsa,jzd,pìnsa,s,RGL;RLC,,pi*nsa
pintu,jzd,pìntu,a,JLC;RGL;RLC,,pi*ntu
pita,jzd,pìta,s,RGL;RLC,,pi*ta
pitu,jzd,pìtu,s,RGL;RLC,,pi*tu
pituyu,jzd,pìtù yu,s,RGL;RLC;VC,,pi*tu* yu
pilar,jzd,pilár,s,RGL;RLC,,pi-la!r
pilon,jzd,pilón,s,RGL,,pi-lo!n
pirippipi,jzd,pirip pi pi,smb,RGL,,pi-rip pi pi
pixixi,jzd,pixhìxhì,s,JLC;VC,,pi-xi*xi*
piingu,jzd,piìngù',s,RGL;VC,,pii*ngu*
piirri,jzd,piìrì',a,EJG;JLC;RLC,,pii*rri*
piirru,jzd,piìrù',a,EJG,,pii*rru*
piisu,jzd,piìsù',s,EJG;JLC;ND;RLC;VP,,pii*su*
piisubeenda,jzd,piìsù' beenda',s,JLC;RLC,,pii*su* beenda
piixku,jzd,piìxhcù',a,EJG,,pii*xku*
piizi-2,jzd,piìzì',a,RLC;VP,,pii*zi*
piipido7,jzd,piipì'do',a,EJG;JLC;RLC;VC,,piipi*do7
piiru-2,jzd,piiru',a,EJG;JLC;ND;RLC,,piiru
pik-2,jzd,pic,smb,RGL,,pik
pimyenta,jzd,pimiènta,s,,,pimye*nta
pine7da,jzd,Piné'da',n,JLC,nn:mas,pine!7da
pinoliw,jzd,pinolíu,s,JLC,,pino-li!w
pintada,jzd,Pintàda,n,JLC,n:ani,pinta*da
pintura,jzd,pintùra,s,RLC,,pintu*ra
pippip-2,jzd,pip pip,smb,RGL,,pip pip
pippippip,jzd,pip pip pip,smb,RGL,,pip pip pip
pixpix,jzd,pixh pixh,smb,RLC,,pix pix
pl3xpl3xpl3x,jzd,plɨxh plɨxh plɨxh,smb,RLC,,pl3x pl3x pl3x
plas,jzd,plAs,smb,JLC,,plAs
plaaplaa,jzd,pláa pláa,smb,JLC,,pla!a pla!a
plaw7,jzd,pláhu',smb,RGL,,pla!w7
plapla,jzd,pla̰ pla̰,smb,RGL,,pla' pla'
plaaplaa-2,jzd,plá'a' plá'a',smb,JLC;RGL;RLC,,pla'!a' pla'!a'
plaaplaa-3,jzd,pla̰a̰ pla̰a̰,smb,RGL,,pla'a' pla'a'
plancha,jzd,plàncha,s,JLC;RLC,,pla*ncha
plata,jzd,plàta,s,JLC;RGL;RLC,,pla*ta
plataro7,jzd,plàta ró',s,JLC;RLC,,pla*ta ro!7
platawiini,jzd,plàta huiini',s,JLC;RLC,,pla*ta wiini
playa,jzd,plàya,s,RGL;RLC,,pla*ya
plakaplakaplakaplaka,jzd,placá placá placá placá,smb,RGL,,pla-ka! pla-ka! pla-ka! pla-ka!
plakplakplak,jzd,plac plac plac,smb,JLC;RGL;RLC,,plak plak plak
plakaplaka,jzd,placa placa,smb,JLC,,plaka plaka
plakaplakaplaka,jzd,placa placa placa,smb,JLC;RGL,,plaka plaka plaka
plas-2,jzd,plas,smb,JLC,,plas
plateru,jzd,platèru,s,RLC,,plate*ru
plaw7plaw7plaw7,jzd,plahu' plahu' plahu',smb,RGL,,plaw7 plaw7 plaw7
plim,jzd,plím,smb,JLC,,pli!m
plin,jzd,plin,smb,JLC,,plin
plin9plin9plin9,jzd,plinŋ plinŋ plinŋ,smb,RGL,,plin9 plin9 plin9
plop,jzd,plóp,smb,JLC,,plo!p
plomo,jzd,plòmo,s,RGL;RLC,,plo*mo
plooploo,jzd,ploo ploo,smb,JLC,,ploo ploo
po,jzd,po,smb,RGL,,po
pom,jzd,póm,smb,RGL;RLC,,po!m
poora,jzd,Póora,n,JLC,n:fem,po!ora
pow,jzd,Póu,n,JLC,n:mas,po!w
poo,jzd,po̰o̰,smb,JLC,,po'o'
poox,jzd,po̰o̰xh,smb,RGL,,po'o'x
polbo,jzd,pòlbo,s,RGL;RLC,,po*lbo
porra,jzd,pòrra,s,JLC;RLC;VP,,po*rra
porrana7,jzd,pòrra nà',s,RGL;RLC,,po*rra na*7
posanisa,jzd,pòsa (nisa),s,JLC;RLC,,po*sa (nisa)
poya,jzd,pòya,s,JLC;RGL,,po*ya
poderosa,jzd,poderòsa,s,RLC,,podero*sa
pokfapokfa,jzd,poc fA poc fA,smb,RGL,,pok fA pok fA
pokx,jzd,pocxh,smb,RGL,,pokx
polyomeliti,jzd,poliomelìti,s,RLC,,polyomeli*ti
poota-2,jzd,poòtà',a,EJG;ND;RLC,,poo*ta*
poo7poo7,jzd,poo' poo',smb,JLC,,poo7 poo7
porkerya,jzd,porqueriá,s,JLC;RLC,,porke-rya!
pr3spr3s,jzd,prɨs prɨs,smb,RLC,,pr3s pr3s
pr4pr4,jzd,pra̰ pra̰,smb,RGL,,pr4' pr4'
pr44,jzd,pra̰a̰,smb,RGL,,pr4'4'
praseebraaa,jzd,prA ˤ see braaa,smb,JLC,,prA : see braaa
prak1,jzd,prAc (1),smb,RGL,,prAk (1)
prak2,jzd,prAc (2),smb,RGL,,prAk (2)
pra,jzd,pra,smb,RGL,,pra
praprapra,jzd,pra pra pra,smb,RGL,,pra pra pra
prapraprapra,jzd,prá prá prá prá,smb,RLC,,pra! pra! pra! pra!
pra-2,jzd,prá̃,smb,RLC,,pra!&
praa,jzd,práa,smb,RLC,,pra!a
prakprakprak,jzd,prác prác prác,smb,RGL,,pra!k pra!k pra!k
pras7i7i7i7i7i7i7i7i7i7i,jzd,prás 'ḭ̃́̀'ḭ̃'ḭ̃'ḭ̃'ḭ̃'ḭ̃'ḭ̃'ḭ̃'ḭ̃'ḭ̃,smb,RGL,,pra!s 7&i'!`7&i'7&i'7&i'7&i'7&i'7&i'7&i'7&i'7&i'
prawprawpraw,jzd,práu práu práu,smb,RGL,,pra!w pra!w pra!w
prax,jzd,práxh,smb,RLC,,pra!x
praxpraxprax,jzd,práxh práxh práxh,smb,RLC,,pra!x pra!x pra!x
prapo,jzd,pra̰ po,smb,RGL,,pra' po
praprapra-2,jzd,pra̰ pra̰ pra̰,smb,RGL,,pra' pra' pra'
pra7spra7s,jzd,pra̰'s pra̰'s,smb,RGL,,pra'7s pra'7s
praapraapraa,jzd,pra̰a̰ pra̰a̰ prá̰a̰,smb,RGL,,pra'a' pra'a' pra'!a'
pras,jzd,pra̰s,smb,RGL,,pra's
prakaprakaprakapraka,jzd,"praca praca praca praca,̰́",smb,RGL,,"praka praka praka praka,`!"
praspra7s,jzd,pras pra's,smb,RGL,,pras pra7s
presyu,jzd,prèsiu,s,RGL;RLC,,pre*syu
prhawh7braw7braw7braw7prhawh7,jzd,prhÁhuh' brahu' brahu' brahu' prhÁhuh',smb,RGL,,prhA!wh7 braw7 braw7 braw7 prhA!wh7
priwela,jzd,prì huèla,s,JLC;RLC,,pri* we*la
primu,jzd,prìmu,s,JLC;RGL;RLC,,pri*mu
prime,jzd,primé,num,RGL;RLC;VC;VP,num:ord,pri-me!
primebyerne,jzd,primé bièrne,s,RGL;RLC,,pri-me! bye*rne
prisyon,jzd,prisión,s,RLC,,pri-syo!n
primeru,jzd,primèru,num,RGL;RLC,num:ord,prime*ru
prip,jzd,prip,smb,JLC,,prip
prisidente,jzd,prisidènte,s,RGL,,priside*nte
psppajhpsppjh,jzd,pssp paj pssp paj,smb,JLC;RGL,,ps:p pAjh ps!`:p pjh
pu7pu7,jzd,pú' pú',smb,RGL,,pu!7 pu!7
pu7dxi,jzd,pú'dxi',s,EJG;ND;RLC;VC,,pu!7dxi
pum,jzd,púm,smb,RGL;RLC,,pu!m
pulpo,jzd,pùlpo,s,RLC,,pu*lpo
pulsu,jzd,pùlsu,s,RLC,,pu*lsu
punta,jzd,pùnta,s,JAR;RGL,,pu*nta
puntagidxi,jzd,pùnta guidxi,s,JLC;ND;RLC;VP,,pu*nta gidxi
puntamarraso,jzd,pùnta marràso,s,RGL,,pu*nta marra*so
puntaxzhidxi,jzd,pùnta xhidxi,s,,,pu*nta x.zhidxi
punyu,jzd,pùñu,s,JLC,,pu*nyu
purga,jzd,pùrga,s,RGL;RLC,,pu*rga
puru,jzd,pùru,a,RLC,,pu*ru
puta,jzd,pùta,s,RLC,,pu*ta
puya,jzd,pùya,s,JAR;RLC,,pu*ya
puder,jzd,pudér,s,RGL;RLC,,pu-de!r
pulmundeche,jzd,pulmún (deche),s,RGL;RLC,,pu-lmu!n (deche)
pulullu,jzd,pululu,s,RGL,,pu-lullu
puntal,jzd,puntál,s,JLC;RLC,,pu-nta!l
puntwal,jzd,puntuál,a,RLC,,pu-ntwa!l
pure,jzd,puré,s,RGL;RLC,,pu-re!
pusentu7,jzd,pusentú',s,JLC;ND;RLC;VP,,pu-sentu!7
pulgada,jzd,pulgàda,s,RGL,,pulga*da
pulidor,jzd,pulidór,s,RGL;RLC,,puli-do!r
pulisya,jzd,pulisiá,s,JLC;RGL;RLC,,puli-sya!
pulmonya,jzd,pulmoniá,s,RLC,,pulmo-nya!
pumpumpum,jzd,pum pum pum,smb,RGL,,pum pum pum
pumada,jzd,pumàda,s,RLC,,puma*da
punsonya,jzd,punsòña,s,RGL;RLC,,punso*nya
punyete,jzd,puñète,s,JLC;RLC,,punye*te
purti7,jzd,purtí',cnj,JLC;RLC;VP,,pur +ti!7
pur,jzd,pur,prp,RLC,,pur+
putranka,jzd,putrànca,s,RGL,,putra*nka
puumpu,jzd,puùmpù',s,VC,,puu*mpu*
puumpuyu,jzd,puùmpù' yu,s,VC,,puu*mpu* yu
puupu,jzd,puupu',a,JLC;ND;VP,,puupu
puyeru,jzd,puyèru,s,RLC,,puye*ru
pwe,jzd,pué,itj,RGL;RLC,,pwe!
pwertumejiku,jzd,Puértu Méjicu,s,JLC,,pwe!rtu me!ji+ku
pwente,jzd,puènte,s,JLC;RGL;RLC,,pwe*nte
pwerta7,jzd,puertá',s,JLC;RGL;RLC;VP,,pwe-rta!7
px,jzd,pxh,smb,RGL,,px
px-2,jzd,pxhːː,smb,JLC,,px::
pxxxx,jzd,pxhxhxhxh,smb,RGL,,pxxxx
pyaanu,jzd,Piáanu,n,JLC,n:mas,pya!anu
pyesa,jzd,pièsa,s,RGL;RLC,,pye*sa
pyon,jzd,pión,s,RGL;RLC,,pyo!n
pyor,jzd,piór,a,JLC;RLC,,pyo!r
pyocha,jzd,Piòcha,n,JLC,nn:mas,pyo*cha
pyu7,jzd,piu',smb,ND,,pyu7
rrrrrrrrrrpapapapapapapapapapa,jzd,ŕ̀rrrrrrrrr pa pa pa pa pa pa pa pa pa pa,smb,JLC;RGL,,r!`rrrrrrrrr pa pa pa pa pa pa pa pa pa pa
ri7,jzd,rì',v,JLC;ND;RGL;RLC;VC;VP,vC:i,r.i*7
ri7ndani,jzd,rì' ndàni,v,EJG;RLC;VC,vC:i,r.i*7 nda*ni
ri7sisi,jzd,rì' sisì,v,JLC;VC;VP,vC:i,r.i*7 sisi*
ri7xke7la,jzd,rì' xque'la',v,EJG;JLC;RLC;VC;VP,vC:i,r.i*7 x.ke7la
ridxi,jzd,ridxi,s,EJG;JLC;ND;RGL;RLC;VP,,r.idxi
ridxigunaa,jzd,ridxi gunaa,s,RGL;RLC,,r.idxi gu-naa
ridximuzhe7,jzd,ridxi muxé',s,RGL;RLC,,r.idxi muzhe!7
ridxi7,jzd,ridxí',a,EJG;VC,,r.idxi!7
ryetekaryete,jzd,rietecà riete,clq,EJG;ND;RLC,,r.yete +ka* r.yete
ra-2,jzd,ra,prp,EJG;JLC;ND;RGL;RLC;VP,prp:loc,ra
raka,jzd,racà,prp,EJG;JLC;ND;RLC;VP,prp:loc,ra +ka*
rakaka,jzd,racàcà,prp,EJG;JLC;RLC;VP,prp:loc,ra +ka* +ka*
rakasi,jzd,racàsì,prp,JLC;RLC,prp:loc,ra +ka* +si*
rakati7,jzd,racàtí',prp,EJG;ND;RLC,prp:loc,ra +ka* +ti!7
rake,jzd,raquè,prp,EJG;JLC;RLC;VP,prp:loc,ra +ke*
rakeka,jzd,raquècà,prp,EJG;JLC;RLC;VP,prp:loc,ra +ke* +ka*
rakepe7,jzd,raquèpe',prp,EJG;JLC;ND;RLC,prp:loc,ra +ke* +pe7
raketi7,jzd,raquètí',prp,EJG;RLC,prp:loc,ra +ke* +ti!7
rakela,jzd,raquè lá,prp,RLC,prp:loc,ra +ke* la!
raagensyamunisipal,jzd,ra Agènsia Munisipál,prp,RLC,prp:loc:lf,ra age*nsya munisi-pa!l
rabyaananisa,jzd,ra biaanà' nisa,prp,JLC;RLC,prp:loc:lf,ra b.yaana* nisa
rabacheeza,jzd,ra bacheeza',prp,JLC;RLC,prp:loc:lf,ra ba-cheeza
rabidapa,jzd,ra bidapa,prp,JLC;ND,prp:loc:lf,ra bi-dapa
rabizeyooxo,jzd,ra bizè yooxho',prp,RGL;RLC,prp:loc:lf,ra bi-ze* yooxo
rabombanisadegete7,jzd,ra bòmba nisa de gueté',prp,RLC,prp:loc:lf,ra bo*mba nisa de g.ete!7
rabombanisadenezagya7,jzd,ra bòmba nisa de neza guià',prp,RLC,prp:loc:lf,ra bo*mba nisa de neza gya*7
rachu7barrenu,jzd,ra chú' barrènu,prp,RGL;RLC,prp:loc:lf,ra chu!7 barre*nu
radxa7gi,jzd,ra dxà' gui,prp,RGL;RLC,prp:loc:lf,ra dxa*7 gi
ragyonna,jzd,ra guiónna,prp,JLC,"prp:loc:lf, num:ord",ra g.yo!nna
ragyonna7,jzd,ra guionná',prp,JLC;VP,"prp:loc:lf, q:set",ra g.yonna!7
ragidapa7,jzd,guidapá',prp,JLC;ND;VP,"prp:loc:lf, q:set",ra gi-dapa!7
ragiigu,jzd,ra guiigu',prp,RLC,prp:loc:lf,ra giigu
ragiiruyabe,jzd,ra guiiru' yàbe,prp,RLC,prp:loc:lf,ra giiru ya*be
raguluuzakaye,jzd,ra guluuza' càye,prp,RGL;RLC,prp:loc:lf,ra gu-luuza ka*ye
ragureza,jzd,ra guréza,prp,JLC;RLC,prp:loc:lf,ra gu-re!za
ragurezagi7xi,jzd,ra guréza gui'xhi',prp,JLC,prp:loc:lf,ra gu-re!za gi7xi
rai,jzd,ra ì,prp,RLC,prp:loc:lf,ra i*
rakweba,jzd,ra cuèba,prp,JLC,prp:loc:lf,ra kwe*ba
ralaga,jzd,ra laga,prp,EJG;JLC;RLC,prp:loc:lf,ra laga
rale7,jzd,ra le',prp,EJG;JLC;RLC,prp:loc:lf,ra le7
ralidxiyooxti7ka7ejidataryu,jzd,ra Lidxi Yoo Xtì' Ca' Ejidatàriu,prp,RLC,prp:loc:lf,ra lidxi yoo x.ti*7 ka7 ejidata*ryu
ramigrasyon,jzd,ra Migrasión,prp,RLC,prp:loc:lf,ra migra-syo!n
ranakabegunaa,jzd,ra nacàbe gunaa,prp,RLC,prp:loc:lf,ra n.aka* +be* gu-naa
ranabezaka7belukolonya,jzd,ra nabezàcabe lu colòña,prp,RLC,prp:loc:lf,ra na-beza* +ka7 +be* lu kolo*nya
ranadiibazhigaike,jzd,ra nadiiba' xiga ique,s,,,ra na-d.iiba zhiga ike
ranari7nigidxilayu,jzd,ra narí'ni' guidxi layu,prp,JLC;VC,prp:loc:lf,ra na-ri!7ni gidxi la=yu
ranyaa,jzd,ra ñaa,prp,JLC;RGL;RLC,prp:loc:lf,ra nyaa
rapalasyu,jzd,ra Palàsiu,prp,RGL;RLC,prp:loc:lf,ra pala*syu
rapantyon,jzd,ra pantión,prp,JLC;RLC,prp:loc:lf,ra pan-tyo!n
rapwerta7yoo,jzd,ra puertá' yoo,prp,JLC;RLC,prp:loc:lf,ra pwe-rta!7 yoo
rara7tabinniwara,jzd,ra ra'ta' binnì huara,prp,JLC;RLC,prp:loc:lf,ra r.a7ta binni* wa-ra
rarachebizu,jzd,ra rache bizu,prp,JLC;RLC,prp:loc:lf,ra r.ache bizu
rarakadxiinya,jzd,ra raca dxiiña',prp,EJG;JLC;ND;RLC,prp:loc:lf,ra r.aka dxiinya
rarakasaa,jzd,ra raca saa,prp,EJG;RGL;RLC,prp:loc:lf,ra r.aka saa
rarandagixe,jzd,ra randà guixhe,prp,RGL;RLC,prp:loc:lf,ra r.anda* gixe
raratiyuze,jzd,ra rati yùzè,prp,JLC;RLC,prp:loc:lf,ra r.ati yu*ze*
rarikamani7,jzd,ra rica maní',prp,RGL;RLC,prp:loc:lf,ra r.i-ka mani!7
raroyaabi7ku,jzd,ra ro yaa bi'cu',prp,RLC,prp:loc:lf,ra r.o yaa bi7ku
rarukiichibeenda,jzd,ra ruquiichi' beenda',prp,RLC,prp:loc:lf,ra r.u-kiichi beenda
rarukiichibizu,jzd,ra ruquiichi' bizu,prp,RLC,prp:loc:lf,ra r.u-kiichi bizu
rarukiichimanizhubi,jzd,ra ruquiichi' maní' xúbi,prp,RLC,prp:loc:lf,ra r.u-kiichi mani!' zhu!bi
rarutooka7begendaro,jzd,ra rutooca'be guendaro,prp,RLC,prp:loc:lf,ra r.u-too +ka7 +be* genda+ r.o
rarutooka7benisadxu7ni,jzd,ra rutooca'be nisa dxú'ni',prp,RLC,prp:loc:lf,ra r.u-too +ka7 +be* nisa dxu!7ni
raruzuwaadxi,jzd,ra ruzuhuaadxì',prp,JLC;RLC,prp:loc:lf,ra r.u-zu=waa=dxi*
rarunika7begetadxaa,jzd,ra runicabe gueta dxaà,prp,RLC,prp:loc:lf,ra r.uni +ka7 +be* geta dxaa*
raryabanisa,jzd,ra riaba nisa,prp,JLC;RLC,prp:loc:lf,ra r.yaba nisa
raryonna,jzd,ra rionna,prp,VP,prp:loc:lf,ra r.yonna
raryuusaa,jzd,ra riuu saa,prp,RGL;RLC,prp:loc:lf,ra r.yuu saa
rari7rarika7,jzd,ra rí' ra rikcá',prp,EJG;RLC,prp:loc:lf,ra ri!7 ra+ rika!7
rari7,jzd,ra rì',prp,EJG;JLC;RLC;VP,prp:loc:lf,ra ri*7
rari7ka,jzd,ra rì'cà',prp,JLC;RLC,prp:loc:lf,ra ri*7 +ka*
rari7kake,jzd,ra rì'cà' què,prp,JLC;RLC;VP,prp:loc:lf,ra ri*7 +ka* +ke*
rari7pe7,jzd,ra rì'pe',prp,EJG;JLC;ND;RLC;VP,prp:loc:lf,ra ri*7 +pe7
rari7si,jzd,ra rì'sì',prp,EJG;RLC,prp:loc:lf,ra ri*7 +si*
rari7ti7,jzd,ra rì'tí',prp,EJG;JLC;RLC;VP,prp:loc:lf,ra ri*7 +ti!7
raridanisa,jzd,ra ridà nisa,prp,JLC;RLC,prp:loc:lf,ra ri-da* nisa
raridapa,jzd,ra ridapa,prp,JLC;ND;VP,prp:loc:lf,ra ri-dapa
raridindebeewunegubidxa,jzd,ra ridindè beeù' nè gubidxa,prp,RLC;VP,prp:loc:lf,ra ri-dinde* beewu* ne* gu-bidxa
rariguuyabe,jzd,ra riguu yàbe,prp,RGL;RLC,prp:loc:lf,ra ri-g.uu ya*be
rarigaachige7tu,jzd,ra rigaachi' gue'tu',prp,RLC,prp:loc:lf,ra ri-gaachi ge7tu
rarige7binni,jzd,ra riguè' binnì,prp,RGL;RLC,prp:loc:lf,ra ri-ge*7 binni*
rarigibaka7belari,jzd,ra riguibàca'be lari,prp,RLC,prp:loc:lf,ra ri-giba* +ka7 +be* lari
rarigiteka7bebolla,jzd,ra riguitecabe bòla,prp,RLC,prp:loc:lf,ra ri-gite +ka7 +be* bo*lla
rarigiteka7befutbol,jzd,ra riguitecabe fút ból,prp,RLC,prp:loc:lf,ra ri-gite +ka7 +be* fu!t bo!l
rarikaaka7begas,jzd,ra ricaàca'be Gás,prp,RLC,prp:loc:lf,ra ri-kaa* +ka7 +be* ga!s
rarindanilaya,jzd,ra rindani laya,prp,JLC;RLC,prp:loc:lf,ra ri-ndani laya
rarindaninisa,jzd,ra rindani nisa,prp,JLC;RLC,prp:loc:lf,ra ri-ndani nisa
rarireezidi,jzd,ra riree zidi,prp,JLC;RLC,prp:loc:lf,ra ri-r.ee zidi
rarirezalayu,jzd,ra rireza layu,prp,JLC,prp:loc:lf,ra ri-reza la=yu
rariropa,jzd,ra riropa,prp,VP,"prp:loc:lf, num:ord",ra ri-ropa
rariziidika7be,jzd,ra riziidi'cabe,prp,RLC,prp:loc:lf,ra ri-ziidi +ka7 +be*
rariziidika7bekinder,jzd,ra riziidi'cabe quìnder,prp,RLC,prp:loc:lf,ra ri-ziidi +ka7 +be* ki*nder
rarika7,jzd,ra ricá',prp,EJG;JLC;RLC;VP,prp:loc:lf,ra rika!7
rarika7ka,jzd,ra ricá'cà,prp,RLC;VP,prp:loc:lf,ra rika!7 +ka*
rarika7ke,jzd,ra ricá'què,prp,RLC;VP,prp:loc:lf,ra rika!7 +ke*
rasentrodesalud,jzd,ra Sèntro de Salúd,prp,RLC,prp:loc:lf,ra se*ntro de sa-lu!d
ratemplugi7xi,jzd,ra Tèmplu Gui'xhi',prp,RLC,prp:loc:lf,ra te*mplu gi7xi
ratempluxti7ka7bangelyukompletu,jzd,ra Tèmplu xtì' ca Banguèliu Complètu,prp,RLC,prp:loc:lf,ra te*mplu x.ti*7 ka7 bange*lyu komple*tu
ratiisi,jzd,ra tiisì',prp,JLC;RLC,prp:loc:lf,ra tii +si*
rayooskwella,jzd,ra yoo scuèla,prp,RLC,prp:loc:lf,ra yoo skwe*lla
rayu7duwiinixti7pasyonkalero,jzd,ra yu'du' huiini' xtì' Pasiòn Calèro,prp,RLC,prp:loc:lf,ra yu7du wiini x.ti*7 pasyo*n kale*ro
rayu7duxti7santacrustresdemayu,jzd,ra yu'du' xtì' Sànta Crús Trés de Màyu,prp,RLC,prp:loc:lf,ra yu7du x.ti*7 sa*nta cru!s tre!s de ma*yu
razhi,jzd,ra xi,prp,EJG;RLC,prp:loc:lf,ra zhi
razhii,jzd,ra xii,prp,RGL;RLC,prp:loc:lf,ra zhii
raw,jzd,Ráu,n,JLC,n:mas,ra!w
rafa,jzd,Ràfa,n,JLC,n:mas,ra*fa
ralu,jzd,ràlu,a,RGL;RLC,,ra*lu
rama,jzd,ràma,s,JLC;RLC,,ra*ma
ramu,jzd,ràmu,s,RLC,,ra*mu
rasa1,jzd,ràsa,s,RGL;RLC,,ra*sa
rasa2,jzd,ràsa,s,RGL;RLC,,ra*sa
rasakegikiinye,jzd,ràsa qué guiquíiñe,s,RGL;RLC,,ra*sa ke! gi-k.i!inye
rasanawati,jzd,ràsa nahuatì,s,RGL;RLC,,ra*sa na-wati*
ratu,jzd,ràtu,s,JLC,,ra*tu
raw7raw7,jzd,ràu' ràu',smb,JLC;RGL,,ra*w7 ra*w7
raya,jzd,ràya,s,RLC,,ra*ya
rayu,jzd,ràyu,s,EJG;JLC;RLC;VP,,ra*yu
rakayaapabyaani,jzd,ra cayáapa' biaani',prp,RLC,prp:loc:lf,ra+ ka-y.a!apa b.y.aani
rastriw,jzd,rastríu,s,JLC;RLC,,ra-stri!w
raa-2,jzd,raa,av,JLC,av:loc,raa
raaraa,jzd,raa raa,smb,JLC,,raa raa
raa-3,jzd,raà,a,EJG;JLC;ND;RLC,,raa*
raa7raa7,jzd,raa' raa',smb,JLC,,raa7 raa7
raaya-2,jzd,raaya',a,JLC;ND;RLC,,raaya
rabonchuku,jzd,rabón (chucu),s,RGL;RLC,,rabo!n (chuku)
rabona,jzd,rabòna,s,RGL;RLC,,rabo*na
racha-2,jzd,racha,a,EJG;JLC;ND;RGL;RLC;VP,,racha
racha7,jzd,rachá',a,EJG;RLC,a:dv1b,racha!7
ramada,jzd,ramàda,s,JLC,,rama*da
ranchera,jzd,ranchèra,s,RGL;RLC,,ranche*ra
ranchugubinya,jzd,Ranchu Gubìña,s,JLC;VP,,ranchu (gu-)bi*nya
rangu,jzd,rangù,a,EJG;VC;VP,,rangu*
raw7raw7raw7,jzd,rahu' rahu' rahu',smb,RGL,,raw7 raw7 raw7
raxtrojo,jzd,raxhtròjo,s,JLC,,raxtro*jo
rayadu,jzd,rayàdu,a,JLC,,raya*du
razhi-2,jzd,raxi,a,EJG;JLC;ND,,razhi
rew,jzd,réu,s,JLC,,re!w
reja,jzd,rèja,s,RLC,,re*ja
relle,jzd,rèlè,s,JLC;RLC,,re*lle*
renda-2,jzd,rèndà,a,JLC;RLC;VP,a:dv1a,re*nda*
renku,jzd,rèncu,a,JLC;RLC,,re*nku
resyu,jzd,rèsiu,a,JLC;RLC,,re*syu
resa,jzd,resá,s,RLC,,re-sa!
rebyata,jzd,rebiàta,s,RGL;RLC,,rebya*ta
redondo,jzd,redòndò,s,RGL;RLC,,redo*ndo*
redxe7,jzd,redxé',a,EJG;JLC;ND;RGL;RLC,,redxe!7
reeche-2,jzd,reèchè',a,EJG;JLC;ND;RGL;RLC;VP,a:dv1a,ree*che*
reechendase-2,jzd,reèchè' ndase,a,EJG;JLC;ND;RLC;VP,a:dv1a,ree*che* nd.ase
reela-2,jzd,reèlà',a,EJG;JLC;ND;VC,a:dv1a,ree*la*
reenkeseboya,jzd,reènquè' sebòya,clq,RGL;RLC,,ree*nke* sebo*ya
reela-3,jzd,reelà',a,EJG;RLC;VP,,reela*
reesu,jzd,Reesu',n,JLC,n:mas,reesu
refafu,jzd,refàfu,s,JLC;RLC,,refa*fu
refletor,jzd,refletór,s,RGL;RLC,,refle-to!r
regadera,jzd,regadèra,s,JLC;RLC,,regade*ra
relo,jzd,reló,s,RLC,,relo!
remedyu,jzd,remèdiu,s,JLC;RGL;RLC,,reme*dyu
remyendu,jzd,remièndu,s,JLC;RLC,,remye*ndu
repeyu,jzd,repèyu,s,RGL;RLC,,repe*yu
resadora,jzd,resadòra,s,RLC,,resado*ra
resistol,jzd,resistól,s,JAR;RLC,,resis-to!l
rexe,jzd,rexhe,s,JLC,,rexe
reyenu,jzd,reyènu,s,RLC,,reye*nu
rhrhrhrhrhrrum,jzd,rhrhrhrhrhrrum,smb,RGL,,rhrhrhrhrhrrum
rigola,jzd,rí gola,a,EJG;JLC;RLC;VC;VP,,ri! gola
riryaku,jzd,rí riàcu,a,JLC;RLC;VC,,ri! r.ya*ku
ri7ni,jzd,rí'ni',a,EJG;JLC;ND;RGL;RLC;VP,,ri!7ni
riwu,jzd,Ríu,n,JLC,n:fam,ri!wu
ri7-2,jzd,rì',dem,EJG;ND;RLC;VC;VP,,ri*7
ri7ka7,jzd,rì'cá',dem,VP,dem:dir,ri*7 +ka!7
ri7rika7,jzd,rì' rica',av,EJG;JLC;VC,,ri*7 ri+ +ka7
ri7zhya,jzd,rì' xià,v,EJG;VC,vC:i,ri*7 zhya*
ridxi7-2,jzd,ridxì',av,EJG;JLC;ND;RLC;VC;VP,,ri+ dxi*7
rizhidxinde,jzd,rixidxi nde,s,RLC,,ri-zhidxi nde
riga-2,jzd,riga,s,EJG;JLC;RLC;VC,,riga
rigalu,jzd,riga lu,s,EJG;RLC,,riga lu
rigambyo7xo,jzd,riga mbió'xho',s,EJG;JLC;ND;RLC;VP,,riga mb.yo!7xo
rii,jzd,rii,s,EJG;JLC;ND;RLC;VP,,rii
riindo7pa,jzd,rii ndó'pa',s,RLC,,rii ndo!7pa
